Date,Item/Description,Amount,Mode,Remarks,Monthss,Paid/Unpaid,Paid By,Payment Date,Category,ID,Adv Check,PnL Category,PnL Type,Check,,,,,,,,Check
08/08/2025,Charcoal,900,Bank,gyanshewri,08-2025,Unpaid,,,Inventory,3148,,COGS - Fuel,Expense,0,,,,,,,,TRUE
08/08/2025,Vegetables,1100,Bank,Kedar Vegitable,08-2025,Paid,Shakil,02/09/2025,Inventory,3149,,COGS - Veg,Expense,0,,,,,,,,TRUE
08/08/2025,Dairy,870,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3150,,COGS - Dairy,Expense,0,,,,,,,,TRUE
08/08/2025,Grocery,2910,Bank,Balaji,08-2025,Unpaid,,,Inventory,3151,,COGS - Grocery,Expense,0,,,,,,,,TRUE
08/08/2025,Grocery,155,Bank_Cash,Sunflower Oil,08-2025,Paid,Shakil,08/08/2025,Inventory,3152,,COGS - Grocery,Expense,0,,,,,,,,TRUE
08/08/2025,Tea,30,Bank_Cash,Staff tea,08-2025,Paid,Shakil,08/08/2025,Staff Expenses,3153,,OpEx - Labor,Expense,0,,,,,,,,TRUE
08/08/2025,Kinners,40,Bank_Cash,Kinner,08-2025,Paid,Shakil,08/08/2025,Maintance,3154,,OpEx - Misc,Expense,0,,,,,,,,TRUE
08/08/2025,Maintenance,140,Bank_Cash,Porter,08-2025,Paid,,,Maintance,3155,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
08/08/2025,Disposable,410,Bank_Cash,Container,08-2025,Paid,,,Inventory,3156,,COGS - Packaging,Expense,0,,,,,,,,TRUE
08/08/2025,Dairy,30,Bank_Cash,Milk,08-2025,Paid,,,Inventory,3157,,COGS - Dairy,Expense,0,,,,,,,,TRUE
08/08/2025,Vegetables,20,Bank_Cash,Banana,08-2025,Paid,,,Inventory,3158,,COGS - Veg,Expense,0,,,,,,,,TRUE
08/08/2025,Vegetables,20,Bank_Cash,Pudhina,08-2025,Paid,,,Inventory,3159,,COGS - Veg,Expense,0,,,,,,,,TRUE
08/08/2025,Counter Cash,90,Bank_Cash,Customer Excess Return,08-2025,Paid,,,Excess Amount Return,3160,,Excess Amount Return,Expense,0,,,,,,,,TRUE
08/08/2025,Advance,3000,Bank,Akheel,08-2025,Paid,Bank,08/08/2025,Salary,3161,,OpEx - Labor,Expense,0,,,,,,,,TRUE
08/08/2025,Sales,1180,Cash,Petpooja,08-2025,,,,Sales,3162,,Revenue,Income,0,,,,,,,,TRUE
08/08/2025,Sales,20,UPI,Petpooja,08-2025,,,,Sales,3163,,Revenue,Income,0,,,,,,,,TRUE
08/08/2025,Sales,16319,Wallet,Petpooja,08-2025,,,,Sales,3164,,Revenue,Income,0,,,,,,,,TRUE
08/08/2025,Sales,1153,Online Sale,Petpooja,08-2025,,,,Sales,3165,,Revenue,Income,0,,,,,,,,TRUE
08/08/2025,Sales,1020,Card,Petpooja,08-2025,,,,Sales,3166,,Revenue,Income,0,,,,,,,,TRUE
08/08/2025,Advance,2260,Bank_Cash,Laxmi Bai Salary,08-2025,Paid,Sameer,08/08/2025,Salary,3167,,OpEx - Labor,Expense,0,,,,,,,,TRUE
08/08/2025,Advance,3740,Bank,Laxmi Bai Salary,08-2025,Paid,Shakil,08/08/2025,Salary,3168,,OpEx - Labor,Expense,0,,,,,,,,TRUE
08/08/2025,Vegetables,613,Bank,Sree Bhairavnath,08-2025,Unpaid,,,Inventory,3169,,COGS - Veg,Expense,0,,,,,,,,TRUE
09/08/2025,Maintenance,100,Cash,Gas,08-2025,Paid,Shakil,09/08/2025,Maintance,3170,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
09/08/2025,Chicken,1285,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3171,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
09/08/2025,Vegetables,153,Bank,Sree Bhairavnath,08-2025,Unpaid,,,Inventory,3172,,COGS - Veg,Expense,0,,,,,,,,TRUE
09/08/2025,Beverages,975,Cash,Pepsi,08-2025,Paid,Shakil,09/08/2025,Grocery,3173,,COGS - Grocery,Expense,0,,,,,,,,TRUE
09/08/2025,Grocery,25280,Bank,Balaji,08-2025,Unpaid,,,Inventory,3174,,COGS - Grocery,Expense,0,,,,,,,,TRUE
09/08/2025,Egg,742,Cash,Mulani,08-2025,Paid,Shakil,10/08/2025,Grocery,3175,,COGS - Grocery,Expense,0,,,,,,,,TRUE
09/08/2025,Grocery,110,Cash,Noodles,08-2025,Paid,Shakil,09/08/2025,Inventory,3176,,COGS - Grocery,Expense,0,,,,,,,,TRUE
09/08/2025,Tea,20,Cash,tea,08-2025,Paid,Shakil,09/08/2025,Staff Expenses,3177,,OpEx - Labor,Expense,0,,,,,,,,TRUE
09/08/2025,Kinners,20,Cash,Kinner,08-2025,Paid,Shakil,09/08/2025,Maintance,3178,,OpEx - Misc,Expense,0,,,,,,,,TRUE
09/08/2025,Sales,2189,Cash,Petpooja,08-2025,,,,Sales,3179,,Revenue,Income,0,,,,,,,,TRUE
09/08/2025,Sales,110,UPI,Petpooja,08-2025,,,,Sales,3180,,Revenue,Income,0,,,,,,,,TRUE
09/08/2025,Sales,12235,Wallet,Petpooja,08-2025,,,,Sales,3181,,Revenue,Income,0,,,,,,,,TRUE
09/08/2025,Sales,1683,Online Sale,Petpooja,08-2025,,,,Sales,3182,,Revenue,Income,0,,,,,,,,TRUE
09/08/2025,Water 20 Ltrs,50,Cash,20 lts,08-2025,Paid,Shakil,09/08/2025,Inventory,3183,,COGS - Utilities,Expense,0,,,,,,,,TRUE
09/08/2025,Egg,170,Cash,Egg,08-2025,Paid,Shakil,09/08/2025,Grocery,3184,,COGS - Grocery,Expense,0,,,,,,,,TRUE
10/08/2025,Petrol,310,Cash,Splendor,08-2025,Paid,Shakil,,Bike Maintance,3185,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
10/08/2025,Vegetables,430,Bank,Kedar,08-2025,Paid,Shakil,02/09/2025,Inventory,3186,,COGS - Veg,Expense,0,,,,,,,,TRUE
10/08/2025,Chicken,1815,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3187,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
10/08/2025,Dairy,998,Bank,Adarsh Dairy,08-2025,Unpaid,Shakil,,Inventory,3188,,COGS - Dairy,Expense,0,,,,,,,,TRUE
10/08/2025,Kinners,20,Cash,Kinner,08-2025,Paid,Shakil,,Maintance,3189,,OpEx - Misc,Expense,0,,,,,,,,TRUE
10/08/2025,Beverages,1200,Cash,Water 1 ltr,08-2025,Paid,Shakil,,Grocery,3190,,COGS - Grocery,Expense,0,,,,,,,,TRUE
10/08/2025,Bakery,770,Cash,Pita Bread,08-2025,Paid,Shakil,,Grocery,3191,,COGS - Grocery,Expense,0,,,,,,,,TRUE
10/08/2025,Advance,100,Cash,Vijay,08-2025,Paid,Shakil,,Salary,3192,,OpEx - Labor,Expense,0,,,,,,,,TRUE
10/08/2025,Vegetables,10,Cash,Banana,08-2025,Paid,Shakil,,Inventory,3193,,COGS - Veg,Expense,0,,,,,,,,TRUE
10/08/2025,Vegetables,20,Cash,Mint,08-2025,Paid,Shakil,,Inventory,3194,,COGS - Veg,Expense,0,,,,,,,,TRUE
10/08/2025,Vegetables,650,Bank,Tomato & Cabbage,08-2025,Paid,Shakil,,Inventory,3195,,COGS - Veg,Expense,0,,,,,,,,TRUE
10/08/2025,Sales,2960,Cash,Petpooja,08-2025,,,,Sales,3196,,Revenue,Income,0,,,,,,,,TRUE
10/08/2025,Sales,1625,Card,Petpooja,08-2025,,,,Sales,3197,,Revenue,Income,0,,,,,,,,TRUE
10/08/2025,Sales,815,UPI,Petpooja,08-2025,,,,Sales,3198,,Revenue,Income,0,,,,,,,,TRUE
10/08/2025,Sales,20058,Wallet,Petpooja,08-2025,,,,Sales,3199,,Revenue,Income,0,,,,,,,,TRUE
10/08/2025,Sales,4189,Online Sale,Petpooja,08-2025,,,,Sales,3200,,Revenue,Income,0,,,,,,,,TRUE
10/08/2025,Sales,889,Zomato Pay,Petpooja,08-2025,,,,Sales,3201,,Revenue,Income,0,,,,,,,,TRUE
10/08/2025,Advance,1000,Bank,Ibrar,08-2025,Paid,Shakil,10/08/2025,Salary,3202,,OpEx - Labor,Expense,0,,,,,,,,TRUE
11/08/2025,Charcoal,1800,Bank,gyanshewri,08-2025,Unpaid,Shakil,,Inventory,3203,,COGS - Fuel,Expense,0,,,,,,,,TRUE
11/08/2025,Bakery,350,Cash,pita Bread,08-2025,Paid,Shakil,11/08/2025,Grocery,3204,,COGS - Grocery,Expense,0,,,,,,,,TRUE
11/08/2025,Advance,300,Bank,Vijay,08-2025,Paid,Shakil,11/08/2025,Salary,3205,,OpEx - Labor,Expense,0,,,,,,,,TRUE
11/08/2025,Chicken,2788,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3206,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
11/08/2025,Dairy,350,Cash,Paratha,08-2025,Paid,Shakil,11/08/2025,Inventory,3207,,COGS - Dairy,Expense,0,,,,,,,,TRUE
11/08/2025,Maintenance,100,Cash,jali repair,08-2025,Paid,Shakil,11/08/2025,Maintance,3208,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
11/08/2025,Maintenance,100,Cash,News Paper,08-2025,Paid,Shakil,11/08/2025,Maintance,3209,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
11/08/2025,Vegetables,731,Bank,shree Bhairavnath,08-2025,Unpaid,,,Inventory,3210,,COGS - Veg,Expense,0,,,,,,,,TRUE
11/08/2025,Vegetables,770,Bank,Sabji mandi,08-2025,Paid,Shakil,,Inventory,3211,,COGS - Veg,Expense,0,,,,,,,,TRUE
11/08/2025,Stationary,100,Cash,News Paper,08-2025,Paid,Shakil,,Inventory,3212,,COGS - Inventory,Expense,0,,,,,,,,TRUE
11/08/2025,Kinners,20,Cash,kinners,08-2025,Paid,Shakil,,Maintance,3213,,OpEx - Misc,Expense,0,,,,,,,,TRUE
11/08/2025,Sales,910,Cash,petpooja,08-2025,,,,Sales,3214,,Revenue,Income,0,,,,,,,,TRUE
11/08/2025,Sales,2736,Zomato Pay,petpooja,08-2025,,,,Sales,3215,,Revenue,Income,0,,,,,,,,TRUE
11/08/2025,Sales,9170,Wallet,petpooja,08-2025,Unpaid,,,Sales,3216,,Revenue,Income,0,,,,,,,,TRUE
12/08/2025,Chicken,1253,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3217,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
12/08/2025,Dairy,510,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3218,,COGS - Dairy,Expense,0,,,,,,,,TRUE
12/08/2025,Maintenance,1000,Bank,fan repair,08-2025,Paid,,,Maintance,3219,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
13/08/2025,Charcoal,900,Bank,gyanshewri,08-2025,Unpaid,,,Inventory,3220,,COGS - Fuel,Expense,0,,,,,,,,TRUE
13/08/2025,Dairy,900,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3221,,COGS - Dairy,Expense,0,,,,,,,,TRUE
13/08/2025,Maintenance,450,Cash,GAS Bhatthi repair,08-2025,Paid,,13/08/2025,Maintance,3222,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
13/08/2025,Chicken,755,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3223,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
13/08/2025,Kinners,20,Cash,kinnars,08-2025,Paid,,13/08/2025,Maintance,3224,,OpEx - Misc,Expense,0,,,,,,,,TRUE
13/08/2025,Mutton,1480,Cash,mutton,08-2025,Paid,,13/08/2025,Inventory,3225,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
12/08/2025,Sales,1810,Cash,Petpooja,08-2025,,,,Sales,3226,,Revenue,Income,0,,,,,,,,TRUE
12/08/2025,Sales,810,Card,Petpooja,08-2025,,,,Sales,3227,,Revenue,Income,0,,,,,,,,TRUE
12/08/2025,Sales,740,UPI,Petpooja,08-2025,,,,Sales,3228,,Revenue,Income,0,,,,,,,,TRUE
12/08/2025,Sales,4280,Wallet,Petpooja,08-2025,,,,Sales,3229,,Revenue,Income,0,,,,,,,,TRUE
12/08/2025,Sales,1606,Online Sale,Petpooja,08-2025,,,,Sales,3230,,Revenue,Income,0,,,,,,,,TRUE
12/08/2025,Counter Cash,100,Cash,excess cash return,08-2025,Paid,Shakil,12/08/2025,Excess Amount Return,3231,,Excess Amount Return,Expense,0,,,,,,,,TRUE
13/08/2025,Disposable,10750,Bank,Umesh Ji,08-2025,Unpaid,,,Inventory,3232,,COGS - Packaging,Expense,0,,,,,,,,TRUE
13/08/2025,Grocery,55,Cash,chopsi,08-2025,Paid,,13/08/2025,Inventory,3233,,COGS - Grocery,Expense,0,,,,,,,,TRUE
13/08/2025,Kinners,30,Cash,kinnars,08-2025,Paid,,13/08/2025,Maintance,3234,,OpEx - Misc,Expense,0,,,,,,,,TRUE
13/08/2025,Maintenance,15,Cash,Lighter,08-2025,Paid,,13/08/2025,Maintance,3235,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
14/08/2025,Chicken,2212,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3236,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
14/08/2025,Dairy,1350,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3237,,COGS - Dairy,Expense,0,,,,,,,,TRUE
14/08/2025,Maintenance,80,Cash,Splendor Washing,08-2025,Paid,Shakil,14/08/2025,Maintance,3238,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
14/08/2025,Bakery,120,Cash,sahi tukda bread,08-2025,Paid,Shakil,14/08/2025,Grocery,3239,,COGS - Grocery,Expense,0,,,,,,,,TRUE
14/08/2025,Disposable,450,Cash,Biryani continor,08-2025,Paid,Shakil,14/08/2025,Inventory,3240,,COGS - Packaging,Expense,0,,,,,,,,TRUE
14/08/2025,Dairy,150,Cash,shivdatt dairy,08-2025,Paid,Shakil,14/08/2025,Inventory,3241,,COGS - Dairy,Expense,0,,,,,,,,TRUE
14/08/2025,Grocery,50,Cash,Badam ,08-2025,Paid,Shakil,14/08/2025,Inventory,3242,,COGS - Grocery,Expense,0,,,,,,,,TRUE
14/08/2025,Vegetables,30,Cash,papaya,08-2025,Paid,Shakil,14/08/2025,Inventory,3243,,COGS - Veg,Expense,0,,,,,,,,TRUE
14/08/2025,Vegetables,25,Cash,Mint,08-2025,Paid,Shakil,14/08/2025,Inventory,3244,,COGS - Veg,Expense,0,,,,,,,,TRUE
14/08/2025,Advance,500,Bank,Vijay,08-2025,Paid,Shakil,14/08/2025,Salary,3245,,OpEx - Labor,Expense,0,,,,,,,,TRUE
14/08/2025,Sales,3750,Cash,petpooja,08-2025,,,,Sales,3246,,Revenue,Income,0,,,,,,,,TRUE
14/08/2025,Sales,389,Card,petpooja,08-2025,,,,Sales,3247,,Revenue,Income,0,,,,,,,,TRUE
14/08/2025,Sales,315,UPI,petpooja,08-2025,,,,Sales,3248,,Revenue,Income,0,,,,,,,,TRUE
14/08/2025,Sales,13543,Wallet,petpooja,08-2025,,,,Sales,3249,,Revenue,Income,0,,,,,,,,TRUE
14/08/2025,Sales,1005,Zomato Pay,petpooja,08-2025,,,,Sales,3250,,Revenue,Income,0,,,,,,,,TRUE
14/08/2025,Sales,830,Zomato Pay,petpooja,08-2025,,,,Sales,3251,,Revenue,Income,0,,,,,,,,TRUE
15/08/2025,Bank,3300,Cash,Shakil,08-2025,Paid,Shakil,15/08/2025,Cash Withdrawal,3252,,OpEx - Transfer,Expense,0,,,,,,,,TRUE
15/08/2025,Chicken,3567,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3253,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
15/08/2025,Vegetables,380,Bank,Kedar,08-2025,Paid,Shakil,02/09/2025,Inventory,3254,,COGS - Veg,Expense,0,,,,,,,,TRUE
15/08/2025,Grocery,50,Cash,Balaji,08-2025,Paid,Shakil,15/08/2025,Inventory,3255,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/08/2025,Grocery,330,Cash,Soya Chaap,08-2025,Paid,Shakil,15/08/2025,Inventory,3256,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/08/2025,Dairy,486,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3257,,COGS - Dairy,Expense,0,,,,,,,,TRUE
15/08/2025,Charcoal,1500,Bank,gyanshewri,08-2025,Unpaid,,,Inventory,3258,,COGS - Fuel,Expense,0,,,,,,,,TRUE
15/08/2025,Medical,10,Cash,Bandage,08-2025,Paid,Shakil,15/08/2025,Staff Expenses,3259,,OpEx - Labor,Expense,0,,,,,,,,TRUE
15/08/2025,Grocery,110,Cash,Noodles,08-2025,Paid,Shakil,15/08/2025,Inventory,3260,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/08/2025,Kinners,20,Cash,kinnars,08-2025,Paid,Shakil,15/08/2025,Maintance,3261,,OpEx - Misc,Expense,0,,,,,,,,TRUE
15/08/2025,Grocery,50,Cash,est and soda,08-2025,Paid,Shakil,15/08/2025,Inventory,3262,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/08/2025,Momos,210,Cash,rosan ,08-2025,Paid,Shakil,15/08/2025,Inventory,3263,,COGS - Inventory,Expense,0,,,,,,,,TRUE
15/08/2025,Vegetables,10,Cash,Banana,08-2025,Paid,Shakil,15/08/2025,Inventory,3264,,COGS - Veg,Expense,0,,,,,,,,TRUE
15/08/2025,Grocery,1187.5,Bank,Caremal Pudding,08-2025,Paid,Shakil,15/08/2025,Inventory,3265,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/08/2025,Dairy,232,Bank,Mashroom & Dahi,08-2025,Paid,Shakil,15/08/2025,Inventory,3266,,COGS - Dairy,Expense,0,,,,,,,,TRUE
15/08/2025,Bakery,380,Cash,pita Bread,08-2025,Paid,Shakil,15/08/2025,Grocery,3267,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/08/2025,Chicken,2954,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3268,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
16/08/2025,Dairy,789,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3269,,COGS - Dairy,Expense,0,,,,,,,,TRUE
16/08/2025,Petrol,310,Cash,petrol,08-2025,Paid,Shakil,16/08/2025,Bike Maintance,3270,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
16/08/2025,Mutton,400,Cash,Paya,08-2025,Paid,Shakil,16/08/2025,Inventory,3271,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
16/08/2025,Grocery,70,Cash,Moto,08-2025,Paid,Shakil,16/08/2025,Inventory,3272,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/08/2025,Maintenance,500,Cash,Exhaust Fan,08-2025,Paid,Shakil,16/08/2025,Maintance,3273,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
16/08/2025,Kinners,20,Cash,kinnars,08-2025,Paid,Shakil,,Maintance,3274,,OpEx - Misc,Expense,0,,,,,,,,TRUE
16/08/2025,Beverages,1900,Cash,Waterbottle,08-2025,Paid,Shakil,,Grocery,3275,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/08/2025,Beverages,700,Cash,Waterbottle,08-2025,Paid,Shakil,,Grocery,3276,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/08/2025,Sales,3070,Cash,Petpooja,08-2025,,,,Sales,3277,,Revenue,Income,0,,,,,,,,TRUE
15/08/2025,Sales,200,Card,Petpooja,08-2025,,,,Sales,3278,,Revenue,Income,0,,,,,,,,TRUE
15/08/2025,Sales,1450,UPI,Petpooja,08-2025,,,,Sales,3279,,Revenue,Income,0,,,,,,,,TRUE
15/08/2025,Sales,17518,Wallet,Petpooja,08-2025,,,,Sales,3280,,Revenue,Income,0,,,,,,,,TRUE
15/08/2025,Sales,100,Zomato Pay,Petpooja,08-2025,,,,Sales,3281,,Revenue,Income,0,,,,,,,,TRUE
15/08/2025,Sales,643,Online Sale,Petpooja,08-2025,,,,Sales,3282,,Revenue,Income,0,,,,,,,,TRUE
16/08/2025,Egg,780,Bank,Mulani,08-2025,Unpaid,,,Grocery,3283,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/08/2025,Sales,2530,Cash,Petpooja,08-2025,Paid,Shakil,,Sales,3284,,Revenue,Income,0,,,,,,,,TRUE
16/08/2025,Sales,310,UPI,Petpooja,08-2025,,,,Sales,3285,,Revenue,Income,0,,,,,,,,TRUE
16/08/2025,Sales,9920,Wallet,Petpooja,08-2025,,,,Sales,3286,,Revenue,Income,0,,,,,,,,TRUE
16/08/2025,Sales,2755,Online Sale,Petpooja,08-2025,,,,Sales,3287,,Revenue,Income,0,,,,,,,,TRUE
17/08/2025,Chicken,2351,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3288,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
17/08/2025,Dairy,879,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3289,,COGS - Dairy,Expense,0,,,,,,,,TRUE
17/08/2025,Bakery,175,Cash,pita Bread,08-2025,Paid,Shakil,17/08/2025,Grocery,3290,,COGS - Grocery,Expense,0,,,,,,,,TRUE
17/08/2025,Grocery,10,Cash,Banana,08-2025,Paid,Shakil,17/08/2025,Inventory,3291,,COGS - Grocery,Expense,0,,,,,,,,TRUE
17/08/2025,Fish,490,Cash,Fish,08-2025,Paid,Shakil,17/08/2025,Staff Expenses,3292,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
17/08/2025,Advance,1000,Cash,Vijay,08-2025,Paid,Shakil,17/08/2025,Salary,3293,1,OpEx - Labor,Expense,0,,,,,,,,TRUE
17/08/2025,Grocery,32,Cash,Nirma,08-2025,Paid,Shakil,17/08/2025,Inventory,3294,,COGS - Grocery,Expense,0,,,,,,,,TRUE
17/08/2025,Vegetables,20,Cash,Mint,08-2025,Paid,Shakil,17/08/2025,Inventory,3295,,COGS - Veg,Expense,0,,,,,,,,TRUE
17/08/2025,Advance,3000,Bank,Vijay,08-2025,Paid,Shakil,17/08/2025,Salary,3296,1,OpEx - Labor,Expense,0,,,,,,,,TRUE
17/08/2025,Advance,3000,Bank,Vijay,08-2025,Paid,Shakil,17/08/2025,Salary,3297,1,OpEx - Labor,Expense,0,,,,,,,,TRUE
17/08/2025,Vegetables,1160,Cash,Bhaji mandi,08-2025,Paid,Shakil,,Inventory,3298,,COGS - Veg,Expense,0,,,,,,,,TRUE
17/08/2025,Kinners,20,Cash,kinnars,08-2025,,,,Maintance,3299,,OpEx - Misc,Expense,0,,,,,,,,TRUE
17/08/2025,Sales,2105,Cash,Petpooja,08-2025,,,,Sales,3300,,Revenue,Income,0,,,,,,,,TRUE
17/08/2025,Sales,230,UPI,Petpooja,08-2025,,,,Sales,3301,,Revenue,Income,0,,,,,,,,TRUE
17/08/2025,Sales,14555,Wallet,Petpooja,08-2025,,,,Sales,3302,,Revenue,Income,0,,,,,,,,TRUE
17/08/2025,Sales,2657,Online Sale,Petpooja,08-2025,,,,Sales,3303,,Revenue,Income,0,,,,,,,,TRUE
17/08/2025,Cash Shortage,87,Cash,Shortage,08-2025,Paid,Shakil,17/08/2025,Shortage,3304,,OpEx - Misc,Expense,0,,,,,,,,TRUE
18/08/2025,Bakery,280,Cash,pita Bread,08-2025,Paid,,,Grocery,3305,,COGS - Grocery,Expense,0,,,,,,,,TRUE
18/08/2025,Chicken,1539,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3306,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
18/08/2025,Dairy,968,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3307,,COGS - Dairy,Expense,0,,,,,,,,TRUE
18/08/2025,Charcoal,1800,Bank,gyanshewri,08-2025,Unpaid,,,Inventory,3308,,COGS - Fuel,Expense,0,,,,,,,,TRUE
18/08/2025,Grocery,9728,Bank,Balaji,08-2025,Unpaid,,,Inventory,3309,,COGS - Grocery,Expense,0,,,,,,,,TRUE
18/08/2025,Medical,550,Cash,Imran,08-2025,Paid,,,Staff Expenses,3310,,OpEx - Labor,Expense,0,,,,,,,,TRUE
18/08/2025,Sales,1650,Cash,Petpooja,08-2025,,,,Sales,3311,,Revenue,Income,0,,,,,,,,TRUE
18/08/2025,Sales,360,UPI,Petpooja,08-2025,,,,Sales,3312,,Revenue,Income,0,,,,,,,,TRUE
18/08/2025,Sales,5779,Wallet,Petpooja,08-2025,,,,Sales,3313,,Revenue,Income,0,,,,,,,,TRUE
18/08/2025,Sales,1521,Online Sale,Petpooja,08-2025,,,,Sales,3314,,Revenue,Income,0,,,,,,,,TRUE
19/08/2025,Chicken,2764,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3315,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
19/08/2025,Dairy,385,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3316,,COGS - Dairy,Expense,0,,,,,,,,TRUE
19/08/2025,Plumbing Work,120,Cash,Tap,08-2025,Paid,Shakil,19/08/2025,Maintance,3317,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
19/08/2025,Garbage Vehicle,700,Bank,Chicken Kachra,08-2025,Paid,Naseem,,Fixed Maintance,3318,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
19/08/2025,Sales,380,Cash,Petpooja,08-2025,,,,Sales,3319,,Revenue,Income,0,,,,,,,,TRUE
19/08/2025,Sales,4540,Wallet,Petpooja,08-2025,,,,Sales,3320,,Revenue,Income,0,,,,,,,,TRUE
19/08/2025,Sales,1349,Online Sale,Petpooja,08-2025,,,,Sales,3321,,Revenue,Income,0,,,,,,,,TRUE
20/08/2025,Charcoal,900,Bank,gyanshewri,08-2025,Unpaid,,,Inventory,3322,,COGS - Fuel,Expense,0,,,,,,,,TRUE
20/08/2025,Dairy,340,Bank,Adarsh Dairy,08-2025,Unpaid,,,Inventory,3323,,COGS - Dairy,Expense,0,,,,,,,,TRUE
20/08/2025,Plumbing Work,235,Cash,Pipe,08-2025,Paid,Shakil,20/08/2025,Maintance,3324,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
20/08/2025,Grocery,200,Cash,Peri peri masala and cornflower,08-2025,Paid,Shakil,20/08/2025,Inventory,3325,,COGS - Grocery,Expense,0,,,,,,,,TRUE
20/08/2025,Maintenance,500,Bank,Drainage,08-2025,Paid,Shakil,20/08/2025,Maintance,3326,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
20/08/2025,Advance,300,Bank_Cash,Sadai waris,08-2025,Paid,Shakil,20/08/2025,Salary,3327,,OpEx - Labor,Expense,0,,,,,,,,TRUE
20/08/2025,Advance,200,Cash,Sadai waris,08-2025,Paid,Shakil,20/08/2025,Salary,3328,,OpEx - Labor,Expense,0,,,,,,,,TRUE
20/08/2025,Tea,50,Cash,Nasim Bhai,08-2025,Paid,Shakil,,Staff Expenses,3329,,OpEx - Labor,Expense,0,,,,,,,,TRUE
20/08/2025,Sales,750,Cash,Petpooja,08-2025,,,,Sales,3330,,Revenue,Income,0,,,,,,,,TRUE
20/08/2025,Sales,320,UPI,Petpooja,08-2025,,,,Sales,3331,,Revenue,Income,0,,,,,,,,TRUE
20/08/2025,Sales,9754,Wallet,Petpooja,08-2025,,,,Sales,3332,,Revenue,Income,0,,,,,,,,TRUE
20/08/2025,Sales,238,Online Sale,Petpooja,08-2025,,,,Sales,3333,,Revenue,Income,0,,,,,,,,TRUE
21/08/2025,Chicken,3233,Bank,Golden Chicken,08-2025,Paid,Bank,,Inventory,3334,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
